,candidates,jobs,data_seed,dqn_seed,batch_size,gamma,epsilon,epsilon_min,epsilon_decay,learning_rate,total_reward,data
1252,100,50,1,1,64,0.9,1,0.001,0.985,0.0005,-3599683.0,proportional_data
1253,100,50,1,1,64,0.9,1,0.001,0.985,0.001,-3432154.3000000003,proportional_data
1254,100,50,1,1,64,0.9,1,0.001,0.995,0.0005,-3414770.5,proportional_data
1255,100,50,1,1,64,0.9,1,0.001,0.995,0.001,-3868979.6999999997,proportional_data
1256,100,50,1,1,64,0.9,0.5,0.1,0.985,0.0005,-3047772.4000000004,proportional_data
1257,100,50,1,1,64,0.9,0.5,0.1,0.985,0.001,-3536893.3,proportional_data
1258,100,50,1,1,64,0.9,0.5,0.1,0.995,0.0005,-3255055.4,proportional_data
1259,100,50,1,1,64,0.9,0.5,0.1,0.995,0.001,-3434180.9,proportional_data
1260,100,50,1,1,64,0.9,0.5,0.001,0.985,0.0005,-3158150.0999999996,proportional_data
1261,100,50,1,1,64,0.9,0.5,0.001,0.985,0.001,-2969660.5999999996,proportional_data
1262,100,50,1,1,64,0.9,0.5,0.001,0.995,0.0005,-2996506.6,proportional_data
1263,100,50,1,1,64,0.9,0.5,0.001,0.995,0.001,-3299992.9,proportional_data
1264,100,50,1,1,64,0.95,1,0.1,0.985,0.0005,-3148587.2,proportional_data
1265,100,50,1,1,64,0.95,1,0.1,0.985,0.001,-3200819.9,proportional_data
1266,100,50,1,1,64,0.95,1,0.1,0.995,0.0005,-3642078.8000000007,proportional_data
1267,100,50,1,1,64,0.95,1,0.1,0.995,0.001,-3484936.1,proportional_data
1268,100,50,1,1,64,0.95,1,0.001,0.985,0.0005,-3140050.5,proportional_data
1269,100,50,1,1,64,0.95,1,0.001,0.985,0.001,-3298828.3,proportional_data
1270,100,50,1,1,64,0.95,1,0.001,0.995,0.0005,-3078268.1999999997,proportional_data
1271,100,50,1,1,64,0.95,1,0.001,0.995,0.001,-3108727.1999999997,proportional_data
1272,100,50,1,1,64,0.95,0.5,0.1,0.985,0.0005,-3328726.900000001,proportional_data
1273,100,50,1,1,64,0.95,0.5,0.1,0.985,0.001,-3940684.0,proportional_data
1274,100,50,1,1,64,0.95,0.5,0.1,0.995,0.0005,-3478598.5,proportional_data
1275,100,50,1,1,64,0.95,0.5,0.1,0.995,0.001,-3291380.5,proportional_data
1276,100,50,1,1,64,0.95,0.5,0.001,0.985,0.0005,-3465787.2,proportional_data
1277,100,50,1,1,64,0.95,0.5,0.001,0.985,0.001,-3395611.1999999997,proportional_data
1278,100,50,1,1,64,0.95,0.5,0.001,0.995,0.0005,-3056090.3,proportional_data
1279,100,50,1,1,64,0.95,0.5,0.001,0.995,0.001,-3617732.8999999994,proportional_data
1280,100,50,1,1,64,0.99,1,0.1,0.985,0.0005,-3521096.9000000004,proportional_data
1281,100,50,1,1,64,0.99,1,0.1,0.985,0.001,-4053515.9,proportional_data
1282,100,50,1,1,64,0.99,1,0.1,0.995,0.0005,-3515178.5000000005,proportional_data
1283,100,50,1,1,64,0.99,1,0.1,0.995,0.001,-3624804.5,proportional_data
1284,100,50,1,1,64,0.99,1,0.001,0.985,0.0005,-3303722.8000000003,proportional_data
1285,100,50,1,1,64,0.99,1,0.001,0.985,0.001,-3636391.9,proportional_data
1286,100,50,1,1,64,0.99,1,0.001,0.995,0.0005,-3217465.1000000006,proportional_data
1287,100,50,1,1,64,0.99,1,0.001,0.995,0.001,-3508267.3,proportional_data
1288,100,50,1,1,64,0.99,0.5,0.1,0.985,0.0005,-3292394.7,proportional_data
1289,100,50,1,1,64,0.99,0.5,0.1,0.985,0.001,-3455696.3,proportional_data
1290,100,50,1,1,64,0.99,0.5,0.1,0.995,0.0005,-3529919.6,proportional_data
1291,100,50,1,1,64,0.99,0.5,0.1,0.995,0.001,-3863731.1000000006,proportional_data
1292,100,50,1,1,64,0.99,0.5,0.001,0.985,0.0005,-2707514.9999999995,proportional_data
1293,100,50,1,1,64,0.99,0.5,0.001,0.985,0.001,-3376327.2,proportional_data
1294,100,50,1,1,64,0.99,0.5,0.001,0.995,0.0005,-3285409.4000000004,proportional_data
1295,100,50,1,1,64,0.99,0.5,0.001,0.995,0.001,-3448002.0999999996,proportional_data
